Date,Plot_Chilli,kc_ini_Chilli,kc_dev_Chilli,kc_mid_Chilli,kc_end_Chilli,RG_days_Chilli,Plot_Tobacco,kc_ini_Tobacco,kc_dev_Tobacco,kc_mid_Tobacco,kc_end_Tobacco,RG_days_Tobacco,Plot_Pulses,kc_ini_Pulses,kc_dev_Pulses,kc_mid_Pulses,kc_end_Pulses,RG_days_Pulses,Kci_Chilli,Kci_Tobacco,Kci_Pulses,Kci_plot 1,Kci_plot 2,Kci_plot 3,Stage_1_Chilli,Stage_1_Tobacco,Stage_1_Pulses,Stage_1_plot 1,Stage_1_plot 2,Stage_1_plot 3,Kei_plot 1,Kei_plot 2,Kei_plot 3,Chilli_crop_rd,Tobacco_crop_rd,Pulses_crop_rd,crop_rd_plot 1,crop_rd_plot 2,crop_rd_plot 3,Chilli_depletion,Tobacco_depletion,Pulses_depletion,final_depletion_plot 1,final_depletion_plot 2,final_depletion_plot 3,Chilli_Sown_Area,Tobacco_Sown_Area,Pulses_Sown_Area,Ze,TAWi_plot 1,TAWi_plot 2,TAWi_plot 3,RAWi_plot 1,RAWi_plot 2,RAWi_plot 3,TEWi_plot 1,TEWi_plot 2,TEWi_plot 3,REWi_plot 1,REWi_plot 2,REWi_plot 3,TEWi,REWi,plot 1_NSA,plot 2_NSA,plot 3_NSA,eva_red_area_Chilli,eva_red_Chilli,eva_red_area_Tobacco,eva_red_Tobacco,eva_red_area_Pulses,eva_red_Pulses,Final_Evap_Red_Chilli,Final_Evap_Red_Tobacco,Final_Evap_Red_Pulses,Final_Evap_Red_plot 1,Final_Evap_Red_plot 2,Final_Evap_Red_plot 3,Chilli_CN2,Tobacco_CN2,Pulses_CN2,Actual Crop Sown Area,consolidated_crop_cn2,Fallow_area,Builtup_area,Waterbodies_area,Pasture,Forest,Crop_Area,Fallow_Area,Fallowcn2,Final_cn2,Final_CN2,Final_CN1,Final_CN3,Dormant,AMC,SMDi_shifted_plot 1,SMDi_shifted_plot 2,SMDi_shifted_plot 3,SMDi_plot 1,SMDi_plot 2,SMDi_plot 3,Ks_soil_cond_plot 1,Ks_soil_plot 1,AE_soil_plot 1,Ks_crop_cond_plot 1,Ks_crop_plot 1,AE_crop_plot 1,Ks_soil_cond_plot 2,Ks_soil_plot 2,AE_soil_plot 2,Ks_crop_cond_plot 2,Ks_crop_plot 2,AE_crop_plot 2,Ks_soil_cond_plot 3,Ks_soil_plot 3,AE_soil_plot 3,Ks_crop_cond_plot 3,Ks_crop_plot 3,AE_crop_plot 3,AE_crop_Chilli,AE_crop_Tobacco,AE_crop_Pulses,AE_soil_Chilli,AE_soil_Tobacco,AE_soil_Pulses,GWnr,GWnr_plot 1,GWnr_plot 2,GWnr_plot 3,GWnr_Fallow,Fallow Area Recharge,Recharge,IWR_Chilli,IWR_Tobacco,IWR_Pulses
1998-07-05,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,3,18.7783,18.7783,18.7783,21.1082,21.1082,21.1082,2,0.507513,3.1632,0,0,0,2,0.507513,3.1632,0,0,0,2,0.507513,3.1632,0,0,0,0,0,0,3.1632,3.1632,3.1632,0,0,0,0,0,2019,0,0,0,0
1998-07-06,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,21.1082,21.1082,21.1082,22.0782,22.0782,22.0782,2,0.363689,3.72716,0,0,0,2,0.363689,3.72716,0,0,0,2,0.363689,3.72716,0,0,0,0,0,0,3.72716,3.72716,3.72716,0,0,0,0,0,2019,0,0,0,0
1998-07-07,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,22.0782,22.0782,22.0782,23.5658,23.5658,23.5658,2,0.303817,2.01538,0,0,0,2,0.303817,2.01538,0,0,0,2,0.303817,2.01538,0,0,0,0,0,0,2.01538,2.01538,2.01538,0,0,0,0,0,2019,0,0,0,0
1998-07-08,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,23.5658,23.5658,23.5658,24.7156,24.7156,24.7156,2,0.21199,1.14986,0,0,0,2,0.21199,1.14986,0,0,0,2,0.21199,1.14986,0,0,0,0,0,0,1.14986,1.14986,1.14986,0,0,0,0,0,2019,0,0,0,0
1998-07-09,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,24.7156,24.7156,24.7156,25.3205,25.3205,25.3205,2,0.14101,1.73924,0,0,0,2,0.14101,1.73924,0,0,0,2,0.14101,1.73924,0,0,0,0,0,0,1.73924,1.73924,1.73924,0,0,0,0,0,2019,0,0,0,0
1998-07-10,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.3205,25.3205,25.3205,23.1824,23.1824,23.1824,2,0.10367,5.42416,0,0,0,2,0.10367,5.42416,0,0,0,2,0.10367,5.42416,0,0,0,0,0,0,5.42416,5.42416,5.42416,0,0,0,0,0,2019,0,0,0,0
1998-07-11,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,23.1824,23.1824,23.1824,24.3096,24.3096,24.3096,2,0.235653,1.76805,0,0,0,2,0.235653,1.76805,0,0,0,2,0.235653,1.76805,0,0,0,0,0,0,1.76805,1.76805,1.76805,0,0,0,0,0,2019,0,0,0,0
1998-07-12,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,24.3096,24.3096,24.3096,25.1977,25.1977,25.1977,2,0.166073,0.964899,0,0,0,2,0.166073,0.964899,0,0,0,2,0.166073,0.964899,0,0,0,0,0,0,0.9649,0.9649,0.9649,0,0,0,0,0,2019,0,0,0,0
1998-07-13,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.1977,25.1977,25.1977,25.8011,25.8011,25.8011,2,0.111255,0.603467,0,0,0,2,0.111255,0.603467,0,0,0,2,0.111255,0.603467,0,0,0,0,0,0,0.603467,0.603467,0.603467,0,0,0,0,0,2019,0,0,0,0
1998-07-14,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.8011,25.8011,25.8011,26.2025,26.2025,26.2025,2,0.0740044,0.401412,0,0,0,2,0.0740044,0.401412,0,0,0,2,0.0740044,0.401412,0,0,0,0,0,0,0.401411,0.401411,0.401411,0,0,0,0,0,2019,0,0,0,0
1998-07-15,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.2025,26.2025,26.2025,26.2884,26.2884,26.2884,2,0.049226,3.76494,0,0,0,2,0.049226,3.76494,0,0,0,2,0.049226,3.76494,0,0,0,0,0,0,3.76494,3.76494,3.76494,0,0,0,0,0,2019,0,0,0,0
1998-07-16,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.2884,26.2884,26.2884,26.4035,26.4035,26.4035,2,0.0439232,2.92053,0,0,0,2,0.0439232,2.92053,0,0,0,2,0.0439232,2.92053,0,0,0,0,0,0,2.92053,2.92053,2.92053,0,0,0,0,0,2019,0,0,0,0
1998-07-17,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.4035,26.4035,26.4035,26.5106,26.5106,26.5106,2,0.0368233,2.6224,0,0,0,2,0.0368233,2.6224,0,0,0,2,0.0368233,2.6224,0,0,0,0,0,0,2.6224,2.6224,2.6224,0,0,0,0,0,2019,0,0,0,0
1998-07-18,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.5106,26.5106,26.5106,26.5982,26.5982,26.5982,2,0.0302112,2.61014,0,0,0,2,0.0302112,2.61014,0,0,0,2,0.0302112,2.61014,0,0,0,0,0,0,2.61014,2.61014,2.61014,0,0,0,0,0,2019,0,0,0,0
1998-07-19,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,26.5982,26.5982,26.5982,26.6906,26.6906,26.6906,2,0.0247999,1.79387,0,0,0,2,0.0247999,1.79387,0,0,0,2,0.0247999,1.79387,0,0,0,0,0,0,1.79387,1.79387,1.79387,0,0,0,0,0,2019,0,0,0,0
1998-07-20,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.6906,26.6906,26.6906,26.761,26.761,26.761,2,0.0191012,1.80719,0,0,0,2,0.0191012,1.80719,0,0,0,2,0.0191012,1.80719,0,0,0,0,0,0,1.80719,1.80719,1.80719,0,0,0,0,0,2019,0,0,0,0
1998-07-21,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.761,26.761,26.761,26.8156,26.8156,26.8156,2,0.0147535,1.77585,0,0,0,2,0.0147535,1.77585,0,0,0,2,0.0147535,1.77585,0,0,0,0,0,0,1.77585,1.77585,1.77585,0,0,0,0,0,2019,0,0,0,0
1998-07-22,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.8156,26.8156,26.8156,26.8386,26.8386,26.8386,2,0.0113812,3.42675,0,0,0,2,0.0113812,3.42675,0,0,0,2,0.0113812,3.42675,0,0,0,0,0,0,3.42675,3.42675,3.42675,0,0,0,0,0,2019,0,0,0,0
1998-07-23,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.8386,26.8386,26.8386,26.8918,26.8918,26.8918,2,0.00996178,0.138564,0,0,0,2,0.00996178,0.138564,0,0,0,2,0.00996178,0.138564,0,0,0,0,0,0,0.138563,0.138563,0.138563,0,0,0,0,0,2019,0,0,0,0
1998-07-24,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,26.8918,26.8918,26.8918,25.9525,25.9525,25.9525,2,0.00667878,5.42416,0,0,0,2,0.00667878,5.42416,0,0,0,2,0.00667878,5.42416,0,0,0,0,0,0,5.42416,5.42416,5.42416,0,0,0,0,0,2019,0,0,0,0
1998-07-25,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.9525,25.9525,25.9525,26.2307,26.2307,26.2307,2,0.0646623,1.39922,0,0,0,2,0.0646623,1.39922,0,0,0,2,0.0646623,1.39922,0,0,0,0,0,0,1.39922,1.39922,1.39922,0,0,0,0,0,2019,0,0,0,0
1998-07-26,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,26.2307,26.2307,26.2307,24.8337,24.8337,24.8337,2,0.0474862,5.42416,0,0,0,2,0.0474862,5.42416,0,0,0,2,0.0474862,5.42416,0,0,0,0,0,0,5.42416,5.42416,5.42416,0,0,0,0,0,2019,0,0,0,0
1998-07-27,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,24.8337,24.8337,24.8337,25.5506,25.5506,25.5506,2,0.133724,0.77991,0,0,0,2,0.133724,0.77991,0,0,0,2,0.133724,0.77991,0,0,0,0,0,0,0.77991,0.77991,0.77991,0,0,0,0,0,2019,0,0,0,0
1998-07-28,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,25.5506,25.5506,25.5506,23.1416,23.1416,23.1416,2,0.0894702,5.42416,0,0,0,2,0.0894702,5.42416,0,0,0,2,0.0894702,5.42416,0,0,0,0,0,0,5.42416,5.42416,5.42416,0,0,0,0,0,2019,0,0,0,0
1998-07-29,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,23.1416,23.1416,23.1416,18.8284,18.8284,18.8284,2,0.238172,5.42416,0,0,0,2,0.238172,5.42416,0,0,0,2,0.238172,5.42416,0,0,0,0,0,0,5.42416,5.42416,5.42416,0,0,0,0,0,2019,0,0,0,0
1998-07-30,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,18.8284,18.8284,18.8284,21.557,21.557,21.557,2,0.504418,2.74335,0,0,0,2,0.504418,2.74335,0,0,0,2,0.504418,2.74335,0,0,0,0,0,0,2.74335,2.74335,2.74335,0,0,0,0,0,2019,0,0,0,0
1998-07-31,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,2,21.557,21.557,21.557,23.3789,23.3789,23.3789,2,0.335985,1.82352,0,0,0,2,0.335985,1.82352,0,0,0,2,0.335985,1.82352,0,0,0,0,0,0,1.82352,1.82352,1.82352,0,0,0,0,0,2019,0,0,0,0
1998-08-01,plot 1,0.5,0,0,0,209,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,1.05,1.05,1.05,0.0545238,0,0,0.0545238,0,0,0.55,0,0,0.55,0,0,712,0,0,0.1,11.4773,0,0,6.31249,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,85.8,0,0,712,85.8,4346,0.0695704,0.0520291,0.0631782,0.0633269,0.105842,0.646053,91.925,84.155,82.3631,69.9558,92.5586,N,1,23.3789,23.3789,23.3789,24.687,24.4246,24.4246,2,0.223523,1.30808,3,0,0.262364,2,0.223523,1.30808,0,0,0,2,0.223523,1.30808,0,0,0,0.262364,0,0,1.30808,1.30808,1.30808,0,0,0,0,0,2019,0,2.09036,0,0
1998-08-02,plot 1,0.5,0,0,0,208,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,1.05,1.05,1.05,0.0590476,0,0,0.0590476,0,0,0.55,0,0,0.55,0,0,712,0,0,0.1,12.4295,0,0,6.83624,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,85.8,0,0,712,85.8,4346,0.0695704,0.0520291,0.0631782,0.0633269,0.105842,0.646053,91.925,84.155,82.3631,69.9558,92.5586,N,1,24.687,24.4246,24.4246,27.1014,24.4933,24.4933,2,0.142777,4.57052,3,0,2.35272,2,0.158972,4.57751,0,0,0,2,0.158972,4.57751,0,0,0,2.35272,0,0,4.57052,4.57751,4.57751,0,0,0,0,0,2019,0,0,0,0
1998-08-03,plot 1,0.5,0,0,0,207,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,1.05,1.05,1.05,0.0635714,0,0,0.0635714,0,0,0.55,0,0,0.55,0,0,712,0,0,0.1,13.3818,0,0,7.35998,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,85.8,0,0,712,85.8,4346,0.0695704,0.0520291,0.0631782,0.0633269,0.105842,0.646053,91.925,84.155,82.3631,69.9558,92.5586,N,1,27.1014,24.4933,24.4933,29.0207,24.0599,24.0599,3,0,4.94072,3,0,2.35272,2,0.154734,4.94072,0,0,0,2,0.154734,4.94072,0,0,0,2.35272,0,0,4.94072,4.94072,4.94072,0,0,0,0,0,2019,0,0,0,0
1998-08-04,plot 1,0.5,0,0,0,206,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,1.05,1.05,1.05,0.0680952,0,0,0.0680952,0,0,0.55,0,0,0.55,0,0,712,0,0,0.1,14.334,0,0,7.88373,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,85.8,0,0,712,85.8,4346,0.0695704,0.0520291,0.0631782,0.0633269,0.105842,0.646053,91.925,84.155,82.3631,69.9558,92.5586,N,1,29.0207,24.0599,24.0599,30.2691,22.9555,22.9555,3,0,4.94072,3,0,2.35272,2,0.181486,4.94072,0,0,0,2,0.181486,4.94072,0,0,0,2.35272,0,0,4.94072,4.94072,4.94072,0,0,0,0,0,2019,0,0,0,0
